,protein,mol_id,label
33597,CHEMBL2336,103987,1
85521,CHEMBL3571,600736,1
96091,CHEMBL4980,1759620,0
98488,CHEMBL1075232,1996457,1
81385,CHEMBL273,1564038,0
66068,CHEMBL273,1565929,1
80767,CHEMBL2787,1354143,0
53830,CHEMBL273,1972080,0
49542,CHEMBL2176813,1974405,0
43864,CHEMBL318,1385886,1
76541,CHEMBL2564,1993164,1
76689,CHEMBL276,329994,1
26691,CHEMBL320,121436,1
5717,CHEMBL2146350,1991979,1
37157,CHEMBL3511,58330,0
28620,CHEMBL339,676365,1
88211,CHEMBL2814,222232,1
93734,CHEMBL2804,643432,1
81377,CHEMBL3740,2032286,0
35838,CHEMBL4017,2030931,1
13880,CHEMBL339,152094,0
40053,CHEMBL338,544703,1
88996,CHEMBL4430,1141211,1
10642,CHEMBL3247,1798173,1
8229,CHEMBL5373,104179,1
97891,CHEMBL1293238,951583,1
25839,CHEMBL2176813,2035281,0
89544,CHEMBL2496,1996183,0
72347,CHEMBL1293231,1010703,0
21893,CHEMBL338,91275,0
39048,CHEMBL3138,256399,1
65030,CHEMBL5769,1337881,0
61494,CHEMBL3222,165211,1
13223,CHEMBL3737,543935,1
92125,CHEMBL4652,613294,0
58628,CHEMBL5102,472033,0
20594,CHEMBL4566,149886,1
26868,CHEMBL339,1386835,0
55996,CHEMBL4774,1822701,1
24250,CHEMBL265,88130,0
63015,CHEMBL5906,472334,1
98538,CHEMBL2993,1838805,0
73748,CHEMBL302,606538,0
76999,CHEMBL3910,364021,1
9160,CHEMBL338,125421,0
101059,CHEMBL269,1544784,0
88596,CHEMBL1293231,830123,0
10617,CHEMBL276,211338,1
91758,CHEMBL1293231,885928,0
62435,CHEMBL324,675976,0
63099,CHEMBL6184,686628,0
16933,CHEMBL3199,118363,1
69213,CHEMBL3199,1603344,0
82764,CHEMBL322,409101,1
14340,CHEMBL5373,104180,1
663,CHEMBL2456,1544235,1
56749,CHEMBL4980,600723,1
106209,CHEMBL3222,1445956,1
45548,CHEMBL2854,231866,0
20655,CHEMBL4124,267399,1
95020,CHEMBL2868,1171647,1
36725,CHEMBL318,191142,0
13007,CHEMBL3360,188190,0
69627,CHEMBL3358,1838986,1
80956,CHEMBL4321,1564615,1
71427,CHEMBL4828,2087880,1
85597,CHEMBL1075228,1176748,1
74634,CHEMBL4649,305784,0
27419,CHEMBL3571,93144,0
93194,CHEMBL3066,237299,1
101253,CHEMBL5102,173808,1
82172,CHEMBL2496,437147,0
7929,CHEMBL318,212324,0
12436,CHEMBL2336,236385,1
54461,CHEMBL302,370561,1
105298,CHEMBL285,27695,0
56350,CHEMBL3198,430053,1
60321,CHEMBL4124,1343814,1
73711,CHEMBL3229,568705,1
32482,CHEMBL302,1385856,1
86379,CHEMBL318,462700,0
5854,CHEMBL2854,139074,1
88087,CHEMBL2854,284742,1
100585,CHEMBL3229,1281079,0
98635,CHEMBL1293238,882029,0
85611,CHEMBL5424,480466,0
12738,CHEMBL257,155891,0
81899,CHEMBL3455,688690,1
29562,CHEMBL319,248542,0
55275,CHEMBL3138,1421723,1
57025,CHEMBL3910,558985,0
14619,CHEMBL339,261202,1
21572,CHEMBL3156,69504,0
55138,CHEMBL263,94677,1
50856,CHEMBL265,259619,0
3418,CHEMBL318,1077179,1
49971,CHEMBL3066,279073,1
54742,CHEMBL3229,489293,1
46488,CHEMBL338,641400,0
22752,CHEMBL276,117204,1
94666,CHEMBL338,2028737,1
102712,CHEMBL269,365971,1
4861,CHEMBL2871,198292,1
81131,CHEMBL3223,1951250,0
87180,CHEMBL285,123450,1
48896,CHEMBL270,58833,0
101511,CHEMBL3910,1516853,1
6104,CHEMBL313,151784,0
90180,CHEMBL2564,706358,0
2332,CHEMBL4592,89526,0
93769,CHEMBL4632,311139,0
49156,CHEMBL318,178740,0
79246,CHEMBL3229,1758463,1
100344,CHEMBL2489,1282967,1
54671,CHEMBL269,1705252,1
88814,CHEMBL269,431991,1
100224,CHEMBL4316,1139776,0
34515,CHEMBL3358,207287,0
53008,CHEMBL4824,2040511,1
98722,CHEMBL4329,514260,1
61552,CHEMBL1293231,875717,0
27982,CHEMBL273,150568,0
7573,CHEMBL3459,80255,1
44327,CHEMBL339,150623,0
86870,CHEMBL4908,1985574,1
65509,CHEMBL6140,1993432,1
19645,CHEMBL302,228367,1
256,CHEMBL3358,83207,1
98914,CHEMBL319,361997,0
11531,CHEMBL3247,172038,0
57003,CHEMBL269,159978,0
101587,CHEMBL339,1339900,1
5902,CHEMBL339,95594,1
48942,CHEMBL2993,178594,1
89097,CHEMBL339,1580485,0
100842,CHEMBL3222,319018,1
29018,CHEMBL339,111675,1
52957,CHEMBL3910,565507,0
59789,CHEMBL1293231,824636,0
100153,CHEMBL1293231,788636,0
12847,CHEMBL276,146392,0
50700,CHEMBL4124,17381,1
21073,CHEMBL2384,198976,1
33767,CHEMBL339,232290,0
69862,CHEMBL4124,562704,1
69059,CHEMBL2570,1581708,0
81723,CHEMBL2567,450799,1
83841,CHEMBL1293231,1032266,0
15619,CHEMBL4124,266581,1
83337,CHEMBL322,367167,0
72490,CHEMBL2567,450047,1
46796,CHEMBL3066,203397,1
80295,CHEMBL4980,1440648,0
5980,CHEMBL270,266079,1
43821,CHEMBL3247,201754,1
98865,CHEMBL322,1575588,0
32005,CHEMBL2993,209477,0
80538,CHEMBL338,552826,0
98271,CHEMBL3358,317363,1
83575,CHEMBL2336,1366259,1
58947,CHEMBL273,1565932,1
19129,CHEMBL3021,159702,0
85853,CHEMBL6184,583313,1
103350,CHEMBL3910,1959265,0
60648,CHEMBL5353,712655,1
38817,CHEMBL339,5899,1
74856,CHEMBL4908,1985571,1
44996,CHEMBL265,1386835,1
63025,CHEMBL2125,1950867,0
76624,CHEMBL1075108,621037,1
54375,CHEMBL3508,329299,1
4542,CHEMBL269,12074,1
12607,CHEMBL3464,175077,1
8490,CHEMBL338,100469,0
32034,CHEMBL4028,197936,1
79080,CHEMBL4592,1565699,1
43242,CHEMBL302,53239,1
91032,CHEMBL2459,164560,1
56706,CHEMBL322,87686,0
25251,CHEMBL270,165989,0
55858,CHEMBL269,349262,0
102570,CHEMBL3571,1587983,0
37987,CHEMBL269,221761,1
105932,CHEMBL269,2069644,1
56730,CHEMBL1293231,931540,0
94581,CHEMBL322,37555,0
89917,CHEMBL2496,1957365,1
49294,CHEMBL273,543578,0
48926,CHEMBL276,121436,1
77457,CHEMBL2564,306526,1
95127,CHEMBL2207,1991346,1
99608,CHEMBL1293231,868183,1
103650,CHEMBL2488,309006,1
67774,CHEMBL3229,1616221,1
85959,CHEMBL5424,613422,1
16582,CHEMBL269,25555,1
104443,CHEMBL4652,457492,1
59273,CHEMBL3508,642681,1
48246,CHEMBL273,158220,1
52987,CHEMBL318,606520,1
93686,CHEMBL3802,1511110,0
52398,CHEMBL3621,394421,1
44693,CHEMBL318,85464,1
71428,CHEMBL270,331979,1
54806,CHEMBL1770046,1143769,1
56568,CHEMBL1293238,880414,1
56954,CHEMBL318,105991,0
90711,CHEMBL3368,318437,1
69147,CHEMBL3508,329311,1
62684,CHEMBL3072,364996,1
23902,CHEMBL273,216812,1
103853,CHEMBL4329,514000,1
7968,CHEMBL4631,156017,1
63129,CHEMBL270,595197,0
60090,CHEMBL322,387310,0
75505,CHEMBL1293231,1028814,0
71394,CHEMBL3758064,2061334,1
83425,CHEMBL3229,1620455,0
101744,CHEMBL3048,1141667,1
85440,CHEMBL1293231,957306,1
50758,CHEMBL339,228416,1
19430,CHEMBL319,543797,1
80929,CHEMBL304,1591377,1
7449,CHEMBL276,548145,1
63524,CHEMBL5570,1603443,1
12935,CHEMBL330,123527,1
102930,CHEMBL4564,594576,0
67881,CHEMBL4824,2042229,1
41980,CHEMBL318,1457,0
79253,CHEMBL269,1425659,1
85198,CHEMBL318,36760,1
90203,CHEMBL1293238,913871,1
12907,CHEMBL3737,105411,0
77348,CHEMBL3229,604403,0
102478,CHEMBL2858,1510568,1
78130,CHEMBL2528,613639,1
59982,CHEMBL3199,353878,1
16915,CHEMBL2676,120360,0
26650,CHEMBL269,163124,1
52220,CHEMBL339,109360,0
79366,CHEMBL1293231,893330,0
82459,CHEMBL276,756154,0
87410,CHEMBL3138,1445896,1
21425,CHEMBL4124,96101,0
28278,CHEMBL3870,286421,0
3513,CHEMBL2095,195824,0
99795,CHEMBL3199,1385266,0
58979,CHEMBL5221,1479435,1
55856,CHEMBL2146350,2081185,1
43812,CHEMBL4028,171097,0
25834,CHEMBL3459,248873,1
98090,CHEMBL269,613770,1
46484,CHEMBL4489,256490,0
8017,CHEMBL338,125412,0
18263,CHEMBL273,173998,0
41801,CHEMBL3571,250214,1
85158,CHEMBL5102,493277,1
102132,CHEMBL3464,1357864,1
16662,CHEMBL3996,24365,1
78394,CHEMBL1075289,1447085,1
78938,CHEMBL302,303864,1
80062,CHEMBL270,609868,0
79983,CHEMBL269,395502,1
64114,CHEMBL2787,2077032,1
71277,CHEMBL1293231,930400,0
95761,CHEMBL302,221828,0
96230,CHEMBL4774,1517962,0
56109,CHEMBL2878,407367,1
14036,CHEMBL4017,2011315,0
56845,CHEMBL1293231,746120,0
56231,CHEMBL3229,313319,1
53869,CHEMBL1293238,705780,0
13109,CHEMBL5508,733138,1
75095,CHEMBL313,408849,1
24220,CHEMBL3067,158515,1
55998,CHEMBL4566,255764,0
67164,CHEMBL1293238,742995,1
10192,CHEMBL269,1384624,1
65424,CHEMBL311,414045,1
56766,CHEMBL3754,47210,0
59207,CHEMBL3138,1384034,1
64013,CHEMBL313,332389,1
63590,CHEMBL3229,442014,0
70680,CHEMBL313,334774,1
53677,CHEMBL285,45364,1
79558,CHEMBL4972,1585707,0
98083,CHEMBL4335,1366258,0
29924,CHEMBL339,159247,0
69397,CHEMBL4378,248537,1
59366,CHEMBL269,2012713,1
41604,CHEMBL273,36263,1
89095,CHEMBL6140,1993495,1
64170,CHEMBL322,352241,1
102239,CHEMBL3910,558959,1
59693,CHEMBL5102,359655,0
37508,CHEMBL313,253921,1
51754,CHEMBL3461,118025,1
82760,CHEMBL3223,314226,1
60958,CHEMBL313,1054192,0
21285,CHEMBL312,116231,1
77885,CHEMBL270,609080,1
87760,CHEMBL3229,563872,1
87473,CHEMBL5011,1734491,1
77605,CHEMBL269,1971515,1
34856,CHEMBL3066,276914,1
37207,CHEMBL3621,155481,1
52393,CHEMBL304,209676,0
39694,CHEMBL302,162330,0
59512,CHEMBL3858,1847893,1
89985,CHEMBL270,1564115,1
7509,CHEMBL2176813,1974419,0
1698,CHEMBL3571,169625,1
71150,CHEMBL3138,1622600,1
82649,CHEMBL338,2028738,1
48583,CHEMBL3252,543230,1
86904,CHEMBL5973,366274,1
37743,CHEMBL318,606774,1
59307,CHEMBL285,80428,1
95529,CHEMBL2146304,995499,0
78655,CHEMBL4676,339991,1
76588,CHEMBL1293238,867556,0
55849,CHEMBL4828,2080588,1
99348,CHEMBL1075232,1996350,1
80774,CHEMBL270,2012693,1
8462,CHEMBL304,79976,0
3187,CHEMBL2676,120300,0
29886,CHEMBL312,676750,0
40555,CHEMBL3358,104495,1
84278,CHEMBL3222,351478,0
69997,CHEMBL3199,302253,1
67536,CHEMBL3996,366900,0
16210,CHEMBL5373,251271,0
106228,CHEMBL2499,1725328,1
69092,CHEMBL1293231,850943,1
66582,CHEMBL5102,359599,1
16530,CHEMBL313,85619,1
10693,CHEMBL2176813,2035238,0
87010,CHEMBL273,151090,1
41771,CHEMBL313,1384478,0
105023,CHEMBL2363,125719,0
100318,CHEMBL3066,397685,1
74172,CHEMBL5508,441616,1
73391,CHEMBL302,309346,1
104258,CHEMBL3072,2689,0
69890,CHEMBL3154,1825592,1
85811,CHEMBL313,1608578,1
96615,CHEMBL273,1583092,1
76728,CHEMBL5010,1621911,0
93714,CHEMBL1293231,767378,1
13312,CHEMBL1075293,1994234,1
17568,CHEMBL322,22027,1
87000,CHEMBL339,651525,1
7738,CHEMBL2871,224832,0
48256,CHEMBL338,1548412,1
95263,CHEMBL270,249530,1
63155,CHEMBL3229,433647,1
45872,CHEMBL2991,235625,1
89354,CHEMBL318,373067,0
57092,CHEMBL3858,1847869,1
3143,CHEMBL269,68775,1
18345,CHEMBL273,142092,1
77687,CHEMBL285,71720,0
56279,CHEMBL324,194524,1
23474,CHEMBL3815,193439,0
13099,CHEMBL2384,200318,1
98973,CHEMBL326,1053273,1
71418,CHEMBL285,73674,1
44281,CHEMBL4655,154831,0
100640,CHEMBL4047,125186,1
78780,CHEMBL2749,317839,0
102060,CHEMBL6140,1360680,1
86781,CHEMBL3229,382626,1
37907,CHEMBL263,108813,1
37799,CHEMBL339,166826,1
63924,CHEMBL302,2068982,1
41627,CHEMBL3461,118192,0
77131,CHEMBL4675,374622,0
72660,CHEMBL5387,578852,1
53124,CHEMBL3910,1620141,1
72947,CHEMBL273,1732370,1
28160,CHEMBL4017,2030924,1
97216,CHEMBL339,551269,1
48883,CHEMBL2363,83024,1
11781,CHEMBL304,197865,0
49927,CHEMBL4566,294780,1
33768,CHEMBL263,100079,1
49844,CHEMBL313,40599,0
85441,CHEMBL5263,1561828,1
72528,CHEMBL1293238,817678,1
93768,CHEMBL273,566422,0
75462,CHEMBL3858,1847906,1
17874,CHEMBL3138,80735,1
98754,CHEMBL1293231,750308,1
54271,CHEMBL1293238,815977,1
85308,CHEMBL313,1956987,1
8999,CHEMBL304,1122355,1
50413,CHEMBL339,50283,0
51608,CHEMBL304,252573,1
30314,CHEMBL339,135440,1
87694,CHEMBL1255164,1518443,1
39949,CHEMBL4124,106277,1
32037,CHEMBL4017,2030920,1
77055,CHEMBL3232700,1736540,0
62773,CHEMBL1293238,482762,0
43500,CHEMBL312,202406,0
73893,CHEMBL3508,342915,1
36726,CHEMBL2868,95838,0
103720,CHEMBL339,401458,1
6271,CHEMBL4017,2011356,0
82339,CHEMBL3229,488695,1
38946,CHEMBL3027,1154088,1
103373,CHEMBL1293231,808491,0
1153,CHEMBL338,141267,0
91325,CHEMBL4564,35873,1
45974,CHEMBL257,96747,1
3101,CHEMBL269,1384909,0
90327,CHEMBL1075232,1996470,1
39823,CHEMBL3464,143513,0
69657,CHEMBL3744,44379,0
59233,CHEMBL3608,226015,1
10994,CHEMBL2871,206388,0
18429,CHEMBL339,121121,1
10469,CHEMBL4631,140529,1
84917,CHEMBL6140,1998185,0
18081,CHEMBL2854,95342,1
90965,CHEMBL1741203,1844886,0
78630,CHEMBL2564,350991,0
70400,CHEMBL3933,1171834,1
29191,CHEMBL339,1385025,0
65447,CHEMBL3996,702953,1
59688,CHEMBL5353,1612911,1
68842,CHEMBL270,495700,1
10266,CHEMBL2622,1248503,0
1776,CHEMBL4054,551790,1
72756,CHEMBL1293238,1000402,0
63834,CHEMBL4908,1974400,1
105763,CHEMBL1293238,758507,1
42025,CHEMBL3222,609310,1
33534,CHEMBL339,249084,0
5364,CHEMBL3369,246121,1
31994,CHEMBL3815,165041,1
68916,CHEMBL4329,1426954,1
100990,CHEMBL1293238,870953,1
31693,CHEMBL2854,5172,1
953,CHEMBL338,237926,1
36687,CHEMBL3614,152186,1
74171,CHEMBL270,1947816,1
59989,CHEMBL6140,1997159,0
8146,CHEMBL322,138830,1
81534,CHEMBL1293231,1013517,1
61219,CHEMBL338,316905,1
82850,CHEMBL4477,374943,1
3965,CHEMBL4124,267211,1
103668,CHEMBL307,84537,0
70780,CHEMBL5669,556766,1
67759,CHEMBL4552,601848,1
79317,CHEMBL322,562915,0
35386,CHEMBL338,208213,1
85002,CHEMBL313,395963,1
63742,CHEMBL4321,1069978,1
82849,CHEMBL318,231250,0
20358,CHEMBL312,93083,0
79702,CHEMBL4552,1360943,1
21639,CHEMBL3138,81014,1
59823,CHEMBL3571,689623,1
65806,CHEMBL5102,713741,1
98922,CHEMBL339,16097,1
48961,CHEMBL339,80393,1
24791,CHEMBL3508,204781,1
83421,CHEMBL1293231,929741,1
93585,CHEMBL4124,713572,1
50472,CHEMBL4321,234146,0
46156,CHEMBL4334,11925,0
30101,CHEMBL304,1510298,1
16394,CHEMBL339,6209,0
79794,CHEMBL3199,284914,0
85575,CHEMBL2851,1145145,1
46775,CHEMBL339,73354,0
87160,CHEMBL4321,1523393,0
46604,CHEMBL2993,178251,1
101929,CHEMBL2470,466333,0
47963,CHEMBL3066,1545992,1
55540,CHEMBL2363,130885,1
70905,CHEMBL2564,1978317,1
91147,CHEMBL2564,706718,0
87930,CHEMBL3072,1973548,1
100367,CHEMBL5353,381873,1
18321,CHEMBL4124,97044,1
85123,CHEMBL4652,413730,1
73098,CHEMBL1293238,934113,0
28191,CHEMBL2993,239660,1
19045,CHEMBL3614,609088,1
30611,CHEMBL2871,204890,0
103247,CHEMBL5756,478936,1
94575,CHEMBL3910,365672,1
83276,CHEMBL276,1594800,1
9817,CHEMBL273,215882,1
65981,CHEMBL269,1545122,1
46091,CHEMBL324,183054,1
27368,CHEMBL3917,268722,1
72858,CHEMBL3399,85044,1
72578,CHEMBL270,1425662,1
54450,CHEMBL2207,1987480,1
33527,CHEMBL3602,108542,0
67349,CHEMBL270,272840,1
88472,CHEMBL1293238,773278,0
28541,CHEMBL338,29727,1
95816,CHEMBL338,229577,1
48532,CHEMBL2854,219206,1
80301,CHEMBL3571,579387,1
57520,CHEMBL4908,2035311,1
34216,CHEMBL265,103719,0
16872,CHEMBL3369,77424,1
102584,CHEMBL3013,683456,0
50085,CHEMBL338,217475,1
79563,CHEMBL1293231,962180,1
12796,CHEMBL2871,232548,1
82328,CHEMBL3229,1563337,1
36209,CHEMBL2073680,1983261,1
24843,CHEMBL326,61281,1
105045,CHEMBL4552,172601,1
85913,CHEMBL1293238,768185,0
29742,CHEMBL313,167302,0
65241,CHEMBL3753,356795,1
51760,CHEMBL339,120788,0
19032,CHEMBL322,64066,1
105089,CHEMBL276,753811,0
61721,CHEMBL273,362020,1
85081,CHEMBL2489,1168319,0
63118,CHEMBL3229,1948718,0
26084,CHEMBL270,207679,1
68581,CHEMBL4552,1063458,1
35833,CHEMBL3138,109480,1
15318,CHEMBL3602,94875,1
23366,CHEMBL3138,2029747,1
54872,CHEMBL3229,313110,1
63926,CHEMBL3222,44802,1
43689,CHEMBL3602,85674,0
105859,CHEMBL6140,2028774,1
46842,CHEMBL313,237894,0
93565,CHEMBL3229,1783250,1
63079,CHEMBL3766,366874,0
24692,CHEMBL269,251054,0
81578,CHEMBL3337,352029,1
78664,CHEMBL3780,515636,1
83386,CHEMBL313,16580,1
95181,CHEMBL3048,627934,0
63451,CHEMBL4595,335406,0
12295,CHEMBL3571,198003,1
87065,CHEMBL3571,1561215,0
72492,CHEMBL311,414088,1
37283,CHEMBL257,122486,1
78444,CHEMBL313,171803,1
5703,CHEMBL339,254706,1
36119,CHEMBL273,35277,1
1483,CHEMBL3156,267546,1
61574,CHEMBL3229,604401,0
55612,CHEMBL307,676030,1
3623,CHEMBL4077,114414,0
45292,CHEMBL3996,1798080,1
52853,CHEMBL1293238,831110,0
5339,CHEMBL313,224874,0
78573,CHEMBL302,303833,1
95595,CHEMBL3066,77974,0
54845,CHEMBL4828,2087889,0
15143,CHEMBL3066,10033,1
77202,CHEMBL3229,433565,1
20986,CHEMBL273,223424,1
106071,CHEMBL304,28100,0
3190,CHEMBL257,282579,1
44337,CHEMBL273,173288,1
17327,CHEMBL3034,259208,1
98250,CHEMBL2871,2090423,0
42005,CHEMBL270,231971,0
10232,CHEMBL5508,897089,0
34184,CHEMBL3369,1355729,1
68171,CHEMBL1293231,950577,0
33898,CHEMBL339,151360,1
77095,CHEMBL1293238,748330,1
84944,CHEMBL3571,516247,1
2057,CHEMBL2496,1996174,1
37386,CHEMBL3815,164469,1
101081,CHEMBL313,138374,1
9339,CHEMBL320,106648,1
48872,CHEMBL319,240193,1
68296,CHEMBL6080,1349875,1
81812,CHEMBL339,466899,1
60095,CHEMBL4649,2081942,1
73603,CHEMBL3160,88355,1
37362,CHEMBL338,218689,1
84122,CHEMBL2977,2057221,1
92510,CHEMBL5102,336448,1
57703,CHEMBL1293238,998433,0
74073,CHEMBL4652,413702,1
83855,CHEMBL1293231,752652,1
79492,CHEMBL270,214019,1
57249,CHEMBL2993,427107,1
14195,CHEMBL324,183213,1
23158,CHEMBL4124,281614,1
21100,CHEMBL3508,198438,1
54262,CHEMBL1293231,849413,1
7442,CHEMBL3508,1387081,0
7171,CHEMBL339,179465,0
83672,CHEMBL2034805,1578597,0
87547,CHEMBL313,468006,1
84282,CHEMBL4980,633898,1
56883,CHEMBL3198,1605289,0
99529,CHEMBL4077,400686,0
91159,CHEMBL1293231,1679983,0
31244,CHEMBL313,28111,1
86971,CHEMBL1293238,992315,1
89218,CHEMBL1293238,1020339,0
80193,CHEMBL4980,389151,0
53643,CHEMBL1795180,1350580,1
56396,CHEMBL5353,590145,1
84705,CHEMBL2858,1444347,1
21296,CHEMBL3222,232846,0
90491,CHEMBL1075228,1176755,1
61378,CHEMBL5669,562204,0
34519,CHEMBL273,678183,1
17512,CHEMBL330,281233,1
11067,CHEMBL2384,200198,1
86321,CHEMBL1293238,997223,1
39013,CHEMBL3066,1545726,1
71050,CHEMBL4908,1985558,1
9056,CHEMBL3604,81633,0
94721,CHEMBL1293238,849889,0
15563,CHEMBL339,200962,1
17346,CHEMBL4477,395081,1
87973,CHEMBL3222,1445043,1
56427,CHEMBL3066,29833,0
76449,CHEMBL4321,1523788,0
32842,CHEMBL2625,23927,1
2128,CHEMBL4566,182439,1
82103,CHEMBL5353,1828494,1
52686,CHEMBL3066,192211,1
21162,CHEMBL4566,292524,0
80119,CHEMBL1075140,629742,1
89202,CHEMBL6140,2002282,0
58057,CHEMBL2207,1987359,1
71701,CHEMBL313,687631,1
7871,CHEMBL3072,1797704,0
5196,CHEMBL313,675972,0
91842,CHEMBL307,522897,0
42100,CHEMBL318,5703,1
14143,CHEMBL270,159172,1
40398,CHEMBL338,676186,0
88750,CHEMBL3614,609844,0
30419,CHEMBL339,291796,1
59365,CHEMBL4124,354674,1
12862,CHEMBL2649,137828,0
85653,CHEMBL3464,473754,0
84432,CHEMBL318,303798,1
100249,CHEMBL2564,707869,0
90642,CHEMBL5582,175584,1
52768,CHEMBL5424,1524297,1
90762,CHEMBL3360,1542820,1
38758,CHEMBL4140,104914,1
56535,CHEMBL5353,381895,1
99733,CHEMBL3048,378845,0
22447,CHEMBL3241,1158356,0
95659,CHEMBL5373,328721,1
90218,CHEMBL313,549592,1
16759,CHEMBL2470,2019449,1
54127,CHEMBL269,1078121,0
16517,CHEMBL273,270446,1
79723,CHEMBL329,2078799,1
69283,CHEMBL2564,610341,0
85431,CHEMBL1293231,1323227,0
42386,CHEMBL338,209905,1
99903,CHEMBL4124,424796,1
31516,CHEMBL339,17268,0
67735,CHEMBL2470,1515363,0
98038,CHEMBL304,394761,1
43385,CHEMBL4329,1542585,1
90334,CHEMBL285,70812,0
100521,CHEMBL3910,1339350,1
66517,CHEMBL2189158,1444406,1
73864,CHEMBL1255149,1074571,1
15265,CHEMBL3358,131857,1
36043,CHEMBL339,1502412,1
87354,CHEMBL4908,2018043,1
